source_post_id,title,slug,mime_type,caption,description,alt_text,upload_path,file_exists,source_url,metadata_json
108,backgroundlogin,backgroundlogin,image/jpeg,,,,2017/01/backgroundlogin.jpg,1,https://wingsofwin.com/wp-content/uploads/2017/01/backgroundlogin.jpg,"{""file"": ""2017/01/backgroundlogin.jpg"", ""height"": 1080, ""image_meta"": {""aperture"": ""0"", ""camera"": """", ""caption"": """", ""copyright"": """", ""created_timestamp"": ""0"", ""credit"": """", ""focal_length"": ""0"", ""iso"": ""0"", ""keywords"": [], ""orientation"": ""1"", ""shutter_speed"": ""0"", ""title"": """"}, ""sizes"": {""large"": {""file"": ""backgroundlogin-1024x576.jpg"", ""height"": 576, ""mime-type"": ""image/jpeg"", ""width"": 1024}, ""medium"": {""file"": ""backgroundlogin-500x281.jpg"", ""height"": 281, ""mime-type"": ""image/jpeg"", ""width"": 500}, ""medium_large"": {""file"": ""backgroundlogin-768x432.jpg"", ""height"": 432, ""mime-type"": ""image/jpeg"", ""width"": 768}, ""shop_catalog"": {""file"": ""backgroundlogin-464x261.jpg"", ""height"": 261, ""mime-type"": ""image/jpeg"", ""width"": 464}, ""shop_magnifier"": {""file"": ""backgroundlogin-1700x1080.jpg"", ""height"": 1080, ""mime-type"": ""image/jpeg"", ""width"": 1700}, ""shop_single"": {""file"": ""backgroundlogin-1700x956.jpg"", ""height"": 956, ""mime-type"": ""image/jpeg"", ""width"": 1700}, ""shop_thumbnail"": {""file"": ""backgroundlogin-200x113.jpg"", ""height"": 113, ""mime-type"": ""image/jpeg"", ""width"": 200}, ""thumbnail"": {""file"": ""backgroundlogin-300x300.jpg"", ""height"": 300, ""mime-type"": ""image/jpeg"", ""width"": 300}, ""yith_wacp_image_size"": {""file"": ""backgroundlogin-170x170.jpg"", ""height"": 170, ""mime-type"": ""image/jpeg"", ""width"": 170}}, ""width"": 1920}"
138,romb,romb,image/svg+xml,,,,2017/01/romb.svg,1,https://wingsofwin.com/wp-content/uploads/2017/01/romb.svg,{}
139,romblue,romblue,image/svg+xml,,,,2017/01/romblue.svg,1,https://wingsofwin.com/wp-content/uploads/2017/01/romblue.svg,{}
140,rompirple,rompirple,image/svg+xml,,,,2017/01/rompirple.svg,1,https://wingsofwin.com/wp-content/uploads/2017/01/rompirple.svg,{}
141,romviolette,romviolette,image/svg+xml,,,,2017/01/romviolette.svg,1,https://wingsofwin.com/wp-content/uploads/2017/01/romviolette.svg,{}
142,facebook,facebook,image/svg+xml,,,,2017/02/facebook.svg,1,https://wingsofwin.com/wp-content/uploads/2017/02/facebook.svg,{}
148,twitter,twitter,image/svg+xml,,,,2017/02/twitter.svg,1,https://wingsofwin.com/wp-content/uploads/2017/02/twitter.svg,{}
146,instagram,instagram,image/svg+xml,,,,2017/02/instagram.svg,1,https://wingsofwin.com/wp-content/uploads/2017/02/instagram.svg,{}
149,pinterest,pinterest,image/svg+xml,,,,2017/02/pinterest.svg,1,https://wingsofwin.com/wp-content/uploads/2017/02/pinterest.svg,{}
194,romb2,romb2,image/svg+xml,,,,2017/02/romb2.svg,1,https://wingsofwin.com/wp-content/uploads/2017/02/romb2.svg,{}
195,romblue2,romblue2,image/svg+xml,,,,2017/02/romblue2.svg,1,https://wingsofwin.com/wp-content/uploads/2017/02/romblue2.svg,{}
196,rompirple2,rompirple2,image/svg+xml,,,,2017/02/rompirple2.svg,1,https://wingsofwin.com/wp-content/uploads/2017/02/rompirple2.svg,{}
197,romviolette2,romviolette2,image/svg+xml,,,,2017/02/romviolette2.svg,1,https://wingsofwin.com/wp-content/uploads/2017/02/romviolette2.svg,{}
198,rombscarface2,rombscarface2,image/svg+xml,,,,2017/02/rombscarface2.svg,1,https://wingsofwin.com/wp-content/uploads/2017/02/rombscarface2.svg,{}
199,rombscarface,rombscarface,image/svg+xml,,,,2017/02/rombscarface.svg,1,https://wingsofwin.com/wp-content/uploads/2017/02/rombscarface.svg,{}
205,wingsofwin-support,wingsofwin-support,image/png,,,,2017/01/wingsofwin-support.png,1,https://wingsofwin.com/wp-content/uploads/2017/01/wingsofwin-support.png,"{""custom_sizes"": {""320x127"": {""file"": ""205_wingsofwin-support-320x127.png"", ""height"": 127, ""width"": 320}, ""369x410"": {""file"": ""205_wingsofwin-support-369x410.png"", ""height"": 410, ""width"": 369}, ""628x250"": {""file"": ""205_wingsofwin-support-628x250.png"", ""height"": ""250"", ""width"": 628}, ""628x628"": {""file"": ""205_wingsofwin-support-628x628.png"", ""height"": 628, ""width"": 628}, ""628x698"": {""file"": ""205_wingsofwin-support-628x698.png"", ""height"": 698, ""width"": 628}, ""958x1064"": {""file"": ""205_wingsofwin-support-958x1064.png"", ""height"": 1064, ""width"": 958}, ""958x958"": {""file"": ""205_wingsofwin-support-958x958.png"", ""height"": 958, ""width"": 958}}, ""file"": ""2017/01/wingsofwin-support.png"", ""height"": 250, ""image_meta"": {""aperture"": ""0"", ""camera"": """", ""caption"": """", ""copyright"": """", ""created_timestamp"": ""0"", ""credit"": """", ""focal_length"": ""0"", ""iso"": ""0"", ""keywords"": [], ""orientation"": ""0"", ""shutter_speed"": ""0"", ""title"": """"}, ""sizes"": {""medium"": {""file"": ""wingsofwin-support-500x130.png"", ""height"": 130, ""mime-type"": ""image/png"", ""width"": 500}, ""medium_large"": {""file"": ""wingsofwin-support-768x200.png"", ""height"": 200, ""mime-type"": ""image/png"", ""width"": 768}, ""shop_catalog"": {""file"": ""wingsofwin-support-464x121.png"", ""height"": 121, ""mime-type"": ""image/png"", ""width"": 464}, ""shop_thumbnail"": {""file"": ""wingsofwin-support-200x52.png"", ""height"": 52, ""mime-type"": ""image/png"", ""width"": 200}, ""thumbnail"": {""file"": ""wingsofwin-support-300x250.png"", ""height"": 250, ""mime-type"": ""image/png"", ""width"": 300}, ""yith_wacp_image_size"": {""file"": ""wingsofwin-support-170x170.png"", ""height"": 170, ""mime-type"": ""image/png"", ""width"": 170}}, ""width"": 958}"
206,PayPal,paypal,image/jpeg,,,,2017/01/PayPal.jpg,1,https://wingsofwin.com/wp-content/uploads/2017/01/PayPal.jpg,"{""custom_sizes"": {""320x127"": {""file"": ""206_PayPal-320x127.jpg"", ""height"": 127, ""width"": 320}, ""369x410"": {""file"": ""206_PayPal-369x410.jpg"", ""height"": 410, ""width"": 369}, ""369x96"": {""file"": ""206_PayPal-369x96.jpg"", ""height"": 96, ""width"": 369}, ""628x250"": {""file"": ""206_PayPal-628x250.jpg"", ""height"": ""250"", ""width"": 628}, ""628x628"": {""file"": ""206_PayPal-628x628.jpg"", ""height"": 628, ""width"": 628}, ""628x698"": {""file"": ""206_PayPal-628x698.jpg"", ""height"": 698, ""width"": 628}, ""958x1064"": {""file"": ""206_PayPal-958x1064.jpg"", ""height"": 1064, ""width"": 958}, ""958x958"": {""file"": ""206_PayPal-958x958.jpg"", ""height"": 958, ""width"": 958}}, ""file"": ""2017/01/PayPal.jpg"", ""height"": 250, ""image_meta"": {""aperture"": ""0"", ""camera"": """", ""caption"": """", ""copyright"": """", ""created_timestamp"": ""0"", ""credit"": """", ""focal_length"": ""0"", ""iso"": ""0"", ""keywords"": [], ""orientation"": ""1"", ""shutter_speed"": ""0"", ""title"": """"}, ""sizes"": {""medium"": {""file"": ""PayPal-500x130.jpg"", ""height"": 130, ""mime-type"": ""image/jpeg"", ""width"": 500}, ""medium_large"": {""file"": ""PayPal-768x200.jpg"", ""height"": 200, ""mime-type"": ""image/jpeg"", ""width"": 768}, ""shop_catalog"": {""file"": ""PayPal-464x121.jpg"", ""height"": 121, ""mime-type"": ""image/jpeg"", ""width"": 464}, ""shop_thumbnail"": {""file"": ""PayPal-200x52.jpg"", ""height"": 52, ""mime-type"": ""image/jpeg"", ""width"": 200}, ""thumbnail"": {""file"": ""PayPal-300x250.jpg"", ""height"": 250, ""mime-type"": ""image/jpeg"", ""width"": 300}, ""yith_wacp_image_size"": {""file"": ""PayPal-170x170.jpg"", ""height"": 170, ""mime-type"": ""image/jpeg"", ""width"": 170}}, ""width"": 958}"
208,delivery-map-WingsOfWin,delivery-map-wingsofwin,image/png,,,,2017/01/delivery-map-WingsOfWin.png,1,https://wingsofwin.com/wp-content/uploads/2017/01/delivery-map-WingsOfWin.png,"{""custom_sizes"": {""282x74"": {""file"": ""208_delivery-map-WingsOfWin-282x74.png"", ""height"": 74, ""width"": 282}, ""320x127"": {""file"": ""208_delivery-map-WingsOfWin-320x127.png"", ""height"": 127, ""width"": 320}, ""320x84"": {""file"": ""208_delivery-map-WingsOfWin-320x84.png"", ""height"": 84, ""width"": 320}, ""369x410"": {""file"": ""208_delivery-map-WingsOfWin-369x410.png"", ""height"": 410, ""width"": 369}, ""628x250"": {""file"": ""208_delivery-map-WingsOfWin-628x250.png"", ""height"": ""250"", ""width"": 628}, ""628x628"": {""file"": ""208_delivery-map-WingsOfWin-628x628.png"", ""height"": 628, ""width"": 628}, ""628x698"": {""file"": ""208_delivery-map-WingsOfWin-628x698.png"", ""height"": 698, ""width"": 628}, ""958x1064"": {""file"": ""208_delivery-map-WingsOfWin-958x1064.png"", ""height"": 1064, ""width"": 958}, ""958x958"": {""file"": ""208_delivery-map-WingsOfWin-958x958.png"", ""height"": 958, ""width"": 958}}, ""file"": ""2017/01/delivery-map-WingsOfWin.png"", ""height"": 250, ""image_meta"": {""aperture"": ""0"", ""camera"": """", ""caption"": """", ""copyright"": """", ""created_timestamp"": ""0"", ""credit"": """", ""focal_length"": ""0"", ""iso"": ""0"", ""keywords"": [], ""orientation"": ""0"", ""shutter_speed"": ""0"", ""title"": """"}, ""sizes"": {""medium"": {""file"": ""delivery-map-WingsOfWin-500x130.png"", ""height"": 130, ""mime-type"": ""image/png"", ""width"": 500}, ""medium_large"": {""file"": ""delivery-map-WingsOfWin-768x200.png"", ""height"": 200, ""mime-type"": ""image/png"", ""width"": 768}, ""shop_catalog"": {""file"": ""delivery-map-WingsOfWin-464x121.png"", ""height"": 121, ""mime-type"": ""image/png"", ""width"": 464}, ""shop_thumbnail"": {""file"": ""delivery-map-WingsOfWin-200x52.png"", ""height"": 52, ""mime-type"": ""image/png"", ""width"": 200}, ""thumbnail"": {""file"": ""delivery-map-WingsOfWin-300x250.png"", ""height"": 250, ""mime-type"": ""image/png"", ""width"": 300}, ""yith_wacp_image_size"": {""file"": ""delivery-map-WingsOfWin-170x170.png"", ""height"": 170, ""mime-type"": ""image/png"", ""width"": 170}}, ""width"": 958}"
209,SatisfactionGuaranteed,satisfactionguaranteed,image/png,,,,2017/02/SatisfactionGuaranteed.png,1,https://wingsofwin.com/wp-content/uploads/2017/02/SatisfactionGuaranteed.png,"{""custom_sizes"": {""320x127"": {""file"": ""209_SatisfactionGuaranteed-320x127.png"", ""height"": 127, ""width"": 320}, ""369x410"": {""file"": ""209_SatisfactionGuaranteed-369x410.png"", ""height"": 410, ""width"": 369}, ""628x250"": {""file"": ""209_SatisfactionGuaranteed-628x250.png"", ""height"": ""250"", ""width"": 628}, ""628x628"": {""file"": ""209_SatisfactionGuaranteed-628x628.png"", ""height"": 628, ""width"": 628}, ""628x698"": {""file"": ""209_SatisfactionGuaranteed-628x698.png"", ""height"": 698, ""width"": 628}, ""958x1064"": {""file"": ""209_SatisfactionGuaranteed-958x1064.png"", ""height"": 1064, ""width"": 958}, ""958x958"": {""file"": ""209_SatisfactionGuaranteed-958x958.png"", ""height"": 958, ""width"": 958}}, ""file"": ""2017/02/SatisfactionGuaranteed.png"", ""height"": 250, ""image_meta"": {""aperture"": ""0"", ""camera"": """", ""caption"": """", ""copyright"": """", ""created_timestamp"": ""0"", ""credit"": """", ""focal_length"": ""0"", ""iso"": ""0"", ""keywords"": [], ""orientation"": ""0"", ""shutter_speed"": ""0"", ""title"": """"}, ""sizes"": {""medium"": {""file"": ""SatisfactionGuaranteed-500x130.png"", ""height"": 130, ""mime-type"": ""image/png"", ""width"": 500}, ""medium_large"": {""file"": ""SatisfactionGuaranteed-768x200.png"", ""height"": 200, ""mime-type"": ""image/png"", ""width"": 768}, ""shop_catalog"": {""file"": ""SatisfactionGuaranteed-464x121.png"", ""height"": 121, ""mime-type"": ""image/png"", ""width"": 464}, ""shop_thumbnail"": {""file"": ""SatisfactionGuaranteed-200x52.png"", ""height"": 52, ""mime-type"": ""image/png"", ""width"": 200}, ""thumbnail"": {""file"": ""SatisfactionGuaranteed-300x250.png"", ""height"": 250, ""mime-type"": ""image/png"", ""width"": 300}, ""yith_wacp_image_size"": {""file"": ""SatisfactionGuaranteed-170x170.png"", ""height"": 170, ""mime-type"": ""image/png"", ""width"": 170}}, ""width"": 958}"
210,ContactForm,contactform-2,image/png,,,,2017/01/ContactForm.png,1,https://wingsofwin.com/wp-content/uploads/2017/01/ContactForm.png,"{""custom_sizes"": {""320x127"": {""file"": ""210_ContactForm-320x127.png"", ""height"": 127, ""width"": 320}, ""369x410"": {""file"": ""210_ContactForm-369x410.png"", ""height"": 410, ""width"": 369}, ""628x250"": {""file"": ""210_ContactForm-628x250.png"", ""height"": ""250"", ""width"": 628}, ""628x628"": {""file"": ""210_ContactForm-628x628.png"", ""height"": 628, ""width"": 628}, ""628x698"": {""file"": ""210_ContactForm-628x698.png"", ""height"": 698, ""width"": 628}}, ""file"": ""2017/01/ContactForm.png"", ""height"": 250, ""image_meta"": {""aperture"": ""0"", ""camera"": """", ""caption"": """", ""copyright"": """", ""created_timestamp"": ""0"", ""credit"": """", ""focal_length"": ""0"", ""iso"": ""0"", ""keywords"": [], ""orientation"": ""0"", ""shutter_speed"": ""0"", ""title"": """"}, ""sizes"": {""medium"": {""file"": ""ContactForm-500x130.png"", ""height"": 130, ""mime-type"": ""image/png"", ""width"": 500}, ""medium_large"": {""file"": ""ContactForm-768x200.png"", ""height"": 200, ""mime-type"": ""image/png"", ""width"": 768}, ""shop_catalog"": {""file"": ""ContactForm-464x121.png"", ""height"": 121, ""mime-type"": ""image/png"", ""width"": 464}, ""shop_thumbnail"": {""file"": ""ContactForm-200x52.png"", ""height"": 52, ""mime-type"": ""image/png"", ""width"": 200}, ""thumbnail"": {""file"": ""ContactForm-300x250.png"", ""height"": 250, ""mime-type"": ""image/png"", ""width"": 300}, ""yith_wacp_image_size"": {""file"": ""ContactForm-170x170.png"", ""height"": 170, ""mime-type"": ""image/png"", ""width"": 170}}, ""width"": 958}"
220,background01,background01,image/jpeg,,,,2017/02/background01.jpg,1,https://wingsofwin.com/wp-content/uploads/2017/02/background01.jpg,"{""file"": ""2017/02/background01.jpg"", ""height"": 1080, ""image_meta"": {""aperture"": ""0"", ""camera"": """", ""caption"": """", ""copyright"": """", ""created_timestamp"": ""0"", ""credit"": """", ""focal_length"": ""0"", ""iso"": ""0"", ""keywords"": [], ""orientation"": ""1"", ""shutter_speed"": ""0"", ""title"": """"}, ""sizes"": {""large"": {""file"": ""background01-1024x576.jpg"", ""height"": 576, ""mime-type"": ""image/jpeg"", ""width"": 1024}, ""medium"": {""file"": ""background01-500x281.jpg"", ""height"": 281, ""mime-type"": ""image/jpeg"", ""width"": 500}, ""medium_large"": {""file"": ""background01-768x432.jpg"", ""height"": 432, ""mime-type"": ""image/jpeg"", ""width"": 768}, ""shop_catalog"": {""file"": ""background01-464x261.jpg"", ""height"": 261, ""mime-type"": ""image/jpeg"", ""width"": 464}, ""shop_magnifier"": {""file"": ""background01-1700x1080.jpg"", ""height"": 1080, ""mime-type"": ""image/jpeg"", ""width"": 1700}, ""shop_single"": {""file"": ""background01-1700x956.jpg"", ""height"": 956, ""mime-type"": ""image/jpeg"", ""width"": 1700}, ""shop_thumbnail"": {""file"": ""background01-200x113.jpg"", ""height"": 113, ""mime-type"": ""image/jpeg"", ""width"": 200}, ""thumbnail"": {""file"": ""background01-300x300.jpg"", ""height"": 300, ""mime-type"": ""image/jpeg"", ""width"": 300}, ""yith_wacp_image_size"": {""file"": ""background01-170x170.jpg"", ""height"": 170, ""mime-type"": ""image/jpeg"", ""width"": 170}}, ""width"": 1920}"
221,backgroundscarfswings,backgroundscarfswings,image/jpeg,,,,2017/02/backgroundscarfswings.jpg,1,https://wingsofwin.com/wp-content/uploads/2017/02/backgroundscarfswings.jpg,"{""file"": ""2017/02/backgroundscarfswings.jpg"", ""height"": 1080, ""image_meta"": {""aperture"": ""0"", ""camera"": """", ""caption"": """", ""copyright"": """", ""created_timestamp"": ""0"", ""credit"": """", ""focal_length"": ""0"", ""iso"": ""0"", ""keywords"": [], ""orientation"": ""1"", ""shutter_speed"": ""0"", ""title"": """"}, ""sizes"": {""large"": {""file"": ""backgroundscarfswings-1024x576.jpg"", ""height"": 576, ""mime-type"": ""image/jpeg"", ""width"": 1024}, ""medium"": {""file"": ""backgroundscarfswings-500x281.jpg"", ""height"": 281, ""mime-type"": ""image/jpeg"", ""width"": 500}, ""medium_large"": {""file"": ""backgroundscarfswings-768x432.jpg"", ""height"": 432, ""mime-type"": ""image/jpeg"", ""width"": 768}, ""shop_catalog"": {""file"": ""backgroundscarfswings-464x261.jpg"", ""height"": 261, ""mime-type"": ""image/jpeg"", ""width"": 464}, ""shop_magnifier"": {""file"": ""backgroundscarfswings-1700x1080.jpg"", ""height"": 1080, ""mime-type"": ""image/jpeg"", ""width"": 1700}, ""shop_single"": {""file"": ""backgroundscarfswings-1700x956.jpg"", ""height"": 956, ""mime-type"": ""image/jpeg"", ""width"": 1700}, ""shop_thumbnail"": {""file"": ""backgroundscarfswings-200x113.jpg"", ""height"": 113, ""mime-type"": ""image/jpeg"", ""width"": 200}, ""thumbnail"": {""file"": ""backgroundscarfswings-300x300.jpg"", ""height"": 300, ""mime-type"": ""image/jpeg"", ""width"": 300}, ""yith_wacp_image_size"": {""file"": ""backgroundscarfswings-170x170.jpg"", ""height"": 170, ""mime-type"": ""image/jpeg"", ""width"": 170}}, ""width"": 1920}"
247,WorldMap,worldmap,image/png,,,,2017/02/WorldMap.png,1,https://wingsofwin.com/wp-content/uploads/2017/02/WorldMap.png,"{""file"": ""2017/02/WorldMap.png"", ""height"": 516, ""image_meta"": {""aperture"": ""0"", ""camera"": """", ""caption"": """", ""copyright"": """", ""created_timestamp"": ""0"", ""credit"": """", ""focal_length"": ""0"", ""iso"": ""0"", ""keywords"": [], ""orientation"": ""0"", ""shutter_speed"": ""0"", ""title"": """"}, ""sizes"": {""medium"": {""file"": ""WorldMap-500x269.png"", ""height"": 269, ""mime-type"": ""image/png"", ""width"": 500}, ""medium_large"": {""file"": ""WorldMap-768x413.png"", ""height"": 413, ""mime-type"": ""image/png"", ""width"": 768}, ""shop_catalog"": {""file"": ""WorldMap-464x249.png"", ""height"": 249, ""mime-type"": ""image/png"", ""width"": 464}, ""shop_thumbnail"": {""file"": ""WorldMap-200x108.png"", ""height"": 108, ""mime-type"": ""image/png"", ""width"": 200}, ""thumbnail"": {""file"": ""WorldMap-300x300.png"", ""height"": 300, ""mime-type"": ""image/png"", ""width"": 300}, ""yith_wacp_image_size"": {""file"": ""WorldMap-170x170.png"", ""height"": 170, ""mime-type"": ""image/png"", ""width"": 170}}, ""width"": 960}"
479,BoxWingsOfWin,boxwingsofwin,image/jpeg,,,,2017/03/BoxWingsOfWin.jpg,1,https://wingsofwin.com/wp-content/uploads/2017/03/BoxWingsOfWin.jpg,"{""file"": ""2017/03/BoxWingsOfWin.jpg"", ""height"": 1700, ""image_meta"": {""aperture"": ""0"", ""camera"": """", ""caption"": """", ""copyright"": """", ""created_timestamp"": ""0"", ""credit"": """", ""focal_length"": ""0"", ""iso"": ""0"", ""keywords"": [], ""orientation"": ""1"", ""shutter_speed"": ""0"", ""title"": """"}, ""sizes"": {""large"": {""file"": ""BoxWingsOfWin-1024x1024.jpg"", ""height"": 1024, ""mime-type"": ""image/jpeg"", ""width"": 1024}, ""medium"": {""file"": ""BoxWingsOfWin-500x500.jpg"", ""height"": 500, ""mime-type"": ""image/jpeg"", ""width"": 500}, ""medium_large"": {""file"": ""BoxWingsOfWin-768x768.jpg"", ""height"": 768, ""mime-type"": ""image/jpeg"", ""width"": 768}, ""shop_catalog"": {""file"": ""BoxWingsOfWin-464x464.jpg"", ""height"": 464, ""mime-type"": ""image/jpeg"", ""width"": 464}, ""shop_thumbnail"": {""file"": ""BoxWingsOfWin-200x200.jpg"", ""height"": 200, ""mime-type"": ""image/jpeg"", ""width"": 200}, ""thumbnail"": {""file"": ""BoxWingsOfWin-300x300.jpg"", ""height"": 300, ""mime-type"": ""image/jpeg"", ""width"": 300}, ""yith_wacp_image_size"": {""file"": ""BoxWingsOfWin-170x170.jpg"", ""height"": 170, ""mime-type"": ""image/jpeg"", ""width"": 170}}, ""width"": 1700}"
480,BoxWingsOfWin.com,boxwingsofwin-com,image/jpeg,,,,2017/03/BoxWingsOfWin.com_.jpg,1,https://wingsofwin.com/wp-content/uploads/2017/03/BoxWingsOfWin.com_.jpg,"{""custom_sizes"": {""159x159"": {""file"": ""480_BoxWingsOfWin.com_-159x159.jpg"", ""height"": 159, ""width"": 159}, ""293x293"": {""file"": ""480_BoxWingsOfWin.com_-293x293.jpg"", ""height"": 293, ""width"": 293}, ""332x332"": {""file"": ""480_BoxWingsOfWin.com_-332x332.jpg"", ""height"": 332, ""width"": 332}, ""346x346"": {""file"": ""480_BoxWingsOfWin.com_-346x346.jpg"", ""height"": 346, ""width"": 346}, ""383x383"": {""file"": ""480_BoxWingsOfWin.com_-383x383.jpg"", ""height"": 383, ""width"": 383}, ""383x425"": {""file"": ""480_BoxWingsOfWin.com_-383x425.jpg"", ""height"": 425, ""width"": 383}, ""384x384"": {""file"": ""480_BoxWingsOfWin.com_-384x384.jpg"", ""height"": 384, ""width"": 384}, ""464x516"": {""file"": ""480_BoxWingsOfWin.com_-464x516.jpg"", ""height"": 516, ""width"": 464}, ""535x535"": {""file"": ""480_BoxWingsOfWin.com_-535x535.jpg"", ""height"": 535, ""width"": 535}, ""567x567"": {""file"": ""480_BoxWingsOfWin.com_-567x567.jpg"", ""height"": 567, ""width"": 567}}, ""file"": ""2017/03/BoxWingsOfWin.com_.jpg"", ""height"": 1700, ""image_meta"": {""aperture"": ""0"", ""camera"": """", ""caption"": """", ""copyright"": """", ""created_timestamp"": ""0"", ""credit"": """", ""focal_length"": ""0"", ""iso"": ""0"", ""keywords"": [], ""orientation"": ""1"", ""shutter_speed"": ""0"", ""title"": """"}, ""sizes"": {""large"": {""file"": ""BoxWingsOfWin.com_-1024x1024.jpg"", ""height"": 1024, ""mime-type"": ""image/jpeg"", ""width"": 1024}, ""medium"": {""file"": ""BoxWingsOfWin.com_-500x500.jpg"", ""height"": 500, ""mime-type"": ""image/jpeg"", ""width"": 500}, ""medium_large"": {""file"": ""BoxWingsOfWin.com_-768x768.jpg"", ""height"": 768, ""mime-type"": ""image/jpeg"", ""width"": 768}, ""shop_catalog"": {""file"": ""BoxWingsOfWin.com_-464x464.jpg"", ""height"": 464, ""mime-type"": ""image/jpeg"", ""width"": 464}, ""shop_thumbnail"": {""file"": ""BoxWingsOfWin.com_-200x200.jpg"", ""height"": 200, ""mime-type"": ""image/jpeg"", ""width"": 200}, ""thumbnail"": {""file"": ""BoxWingsOfWin.com_-300x300.jpg"", ""height"": 300, ""mime-type"": ""image/jpeg"", ""width"": 300}, ""yith_wacp_image_size"": {""file"": ""BoxWingsOfWin.com_-170x170.jpg"", ""height"": 170, ""mime-type"": ""image/jpeg"", ""width"": 170}}, ""width"": 1700}"
486,Warm-Wrap-Wings-Scarfs,warm-wrap-wings-scarfs,image/jpeg,,,,2017/04/Warm-Wrap-Wings-Scarfs.jpg,1,https://wingsofwin.com/wp-content/uploads/2017/04/Warm-Wrap-Wings-Scarfs.jpg,"{""file"": ""2017/04/Warm-Wrap-Wings-Scarfs.jpg"", ""height"": 4608, ""image_meta"": {""aperture"": ""0"", ""camera"": """", ""caption"": """", ""copyright"": """", ""created_timestamp"": ""-11644462800"", ""credit"": """", ""focal_length"": ""0"", ""iso"": ""0"", ""keywords"": [""Woolen Scarves, Wool Scarf, Warm Wings Scarfs, Black Scarf, Blac""], ""orientation"": ""1"", ""shutter_speed"": ""0"", ""title"": """"}, ""sizes"": {""large"": {""file"": ""Warm-Wrap-Wings-Scarfs-683x1024.jpg"", ""height"": 1024, ""mime-type"": ""image/jpeg"", ""width"": 683}, ""medium"": {""file"": ""Warm-Wrap-Wings-Scarfs-333x500.jpg"", ""height"": 500, ""mime-type"": ""image/jpeg"", ""width"": 333}, ""medium_large"": {""file"": ""Warm-Wrap-Wings-Scarfs-768x1152.jpg"", ""height"": 1152, ""mime-type"": ""image/jpeg"", ""width"": 768}, ""shop_catalog"": {""file"": ""Warm-Wrap-Wings-Scarfs-309x464.jpg"", ""height"": 464, ""mime-type"": ""image/jpeg"", ""width"": 309}, ""shop_magnifier"": {""file"": ""Warm-Wrap-Wings-Scarfs-1700x1700.jpg"", ""height"": 1700, ""mime-type"": ""image/jpeg"", ""width"": 1700}, ""shop_single"": {""file"": ""Warm-Wrap-Wings-Scarfs-1133x1700.jpg"", ""height"": 1700, ""mime-type"": ""image/jpeg"", ""width"": 1133}, ""shop_thumbnail"": {""file"": ""Warm-Wrap-Wings-Scarfs-133x200.jpg"", ""height"": 200, ""mime-type"": ""image/jpeg"", ""width"": 133}, ""thumbnail"": {""file"": ""Warm-Wrap-Wings-Scarfs-300x300.jpg"", ""height"": 300, ""mime-type"": ""image/jpeg"", ""width"": 300}, ""yith_wacp_image_size"": {""file"": ""Warm-Wrap-Wings-Scarfs-170x170.jpg"", ""height"": 170, ""mime-type"": ""image/jpeg"", ""width"": 170}}, ""width"": 3072}"
